Course Code,Course Description
SVS 7502 Étude avancée des théories et des pratiques d'intervention sociale (3 crédits),"Étude approfondie et examen critique des outils conceptuels (configuration, champ, monde social, micro-pouvoir, etc.) utiles pour une analyse contextualisée des pratiques d'intervention sociale. Réservé aux étudiants de doctorat."
SVS 7590 Séminaire de recherche avancé en service social (3 crédits),"Habilités avancées de recherche. Toutes les étapes de la démarche scientifique seront considérées et discutées. En plus de faire une analyse des approches méthodologiques les plus récentes en sciences sociales, le séminaire constituera pour l'étudiant une occasion de réfléchir sur les enjeux d'une démarche interdisciplinaire en service social."
SVS 9901 Practicum : Recherche-intervention / Practicum: Research Intervention,"À partir d'une expérience structurée en recherche-intervention, l'étudiant approfondit ses connaissances de l'organisation des services sociaux, des pratiques d'intervention sociale, des politiques sociales ainsi que de la recherche appliquée dans le domaine d'intérêt visé par sa thèse. Le nombre d'heures du practicum est de 450. Noté S (satisfaisant) ou NS (non satisfaisant). / A structured experience in research-intervention allowing students to deepen their knowledge of the organization of social services, social intervention practices, social policies as well as of applied research in the field of interest of their thesis. The practicum extends over 450 hours. Graded S (Satisfactory) / NS (Not satisfactory)."
SVS 9997 Examen de synthèse / Comprehensive Examination,Examen de synthèse / Comprehensive Examination
SVS 9998 Projet de recherche / Research Project,Projet de recherche / Research Project
SOC 1101 Principles of Sociology (3 units),"Introduction to the principal fields, the concepts, and the essential methods of sociological analysis.  Sociology and the other social sciences.  Critical thinking and techniques of intellectual work.  The craft of the sociologist. This course is intended primarily for students who are not enrolled in a program in sociology."
SOC 1104 Sociology: Big Questions (3 units),"Sociology is concerned with a wide variety of issues that can be grouped under three main headings: power relations and inequalities, subjectivities and the meaning we give to human actions, and the social processes by which social structures are maintained and transformed. Sociology thus addresses social relations of class, gender and sexuality, race, and ethnicity, though not limited to these. It does so at the level of individuals and groups, including organizations, structures, systems or societies. Through seminal texts and exemplary research, both classic and contemporary, this course aims to provide an overview of these major issues in sociology."
SOC 1106 Exploring Diversity in Canada (3 units),"This course critically explores the challenges and tensions associated with diversity in Canada. Some of the topics to be explored include multiculturalism, pluri-nationalism, identity, racism and anti-racism, equity and social justice."
SOC 1301 Building Sociological Reasoning (3 units),"Introduction to the research process in sociology: formulating a sociological problem and questioning; conducting a literature review and building a bibliography; identifying the main qualitative and quantitative methodologies used in research. Develop skills in analyzing data from published quantitative and qualitative research and introduce the epistemological issues raised by these data: diversity of forms of knowledge, reflexivity, researcher's positionality."
SOC 1501 Éléments de sociologie (3 crédits),"Initiation aux champs principaux, aux concepts et aux méthodes essentiels de l'analyse sociologique.  Sociologie et autres sciences sociales.  Pensée critique et techniques de travail intellectuel. Métier de sociologue. Ce cours s’adresse principalement aux étudiant-e-s qui ne sont pas inscrits à un programme de sociologie."
SOC 1504 Sociologie: grandes questions (3 crédits),"La sociologie s’intéresse à une grande diversité de problématique qu’on peut regrouper sous trois angles principaux : les rapports de pouvoir et les inégalités, les subjectivités et le sens qu’on accorde aux actions humaines, les processus sociaux de maintien et de transformation des structures sociales. La sociologie aborde ainsi les rapports sociaux de classe, de genre et de sexualité, de race et d’ethnicité, sans s’y limiter. Elle le fait tant à l’échelle des individus et des groupes, notamment des organisations, que des structures et des systèmes ou des sociétés. Au moyen de textes fondamentaux et de recherches exemplaires, classiques ou contemporains, ce cours vise à donner une vue d’ensemble de ces grandes questions de la sociologie."
SOC 1506 Explorer la diversité au Canada (3 crédits),"Ce cours présente une réflexion critique à l'égard de défis et tensions associées à la diversité au Canada. Différentes thématiques seront abordées : le multiculturalisme, le plurinationalisme, l'identité, le racisme et l'antiracisme, l'équité et la justice sociale."
SOC 1701 Construire le raisonnement sociologique (3 crédits),"Introduction à la démarche de recherche en sociologie : formuler une problématique et un questionnement sociologiques ; réaliser une revue de littérature et construire une bibliographie ; identifier les principales méthodologies qualitatives et quantitatives utilisées en recherche. Développer des compétences d’analyse de données tirées de recherches quantitatives et qualitatives publiées et introduire aux enjeux épistémologiques que ces données soulèvent : diversité des formes de connaissances, réflexivité, positionnalité du chercheur."
"SOC 2101 Sociological Approaches to Health, Illness and Medicine (3 units)","Sociological paradigms and approaches related to health, illness, healthcare and medicine as a social institution.  Representations, attitudes and behaviours concerning health and illness.  Health in Canada.  The organisation and evolution of ways of managing health and illness.  Interaction within the health professions and with citizens.  Technological innovation and ethical issues."
SOC 2102 Sociology of Food and Eating (3 units),"Group and individual identities as related to how food is selected, prepared and consumed. Introduction to sociological concepts and research in food studies. Connection of food and eating practices with broader social practices in the spheres of culture, taste, politics, economics, social distinction, and the environment. Significance of recent large-scale social trends in the globalisation, distribution, production and marketing of food and their impact on everyday eating practices."
SOC 2103 Socio-anthropology of the Family (3 units),"Introduction to sociological and anthropological analysis of the family. Special attention is given to the concepts of kinship and parenthood, the articulation of the symbolic and the empirical universe of the family, and questions of gender equity and sexuality."
SOC 2104 Gender and Society (3 units),"Introduction to feminist, queer, anti-racist and other theories of the social construction of gender and the use of gender in the construction of other social institutions, such as politics, education, health, labour, families, and so on. Examination of the social construction of the gendered division of labour, especially since industrialization. Canadian and Quebec examples."
SOC 2106 Introduction to Deviance and Social Problems (3 units),"Sociological investigation of deviance and social problems. Theory and research in the study of specific areas of deviance and social problems (e.g. poverty, crime, mental illness, etc.)."
SOC 2107 Principles of Demography (3 units),"Study of social phenomena from a global perspective through the analysis of population variations in time and space and their effects at the individual, family and societal levels. Initiation to the components of population dynamics (mortality, aging, fertility, conjugality, migration) and measurement of their fluctuations."
SOC 2109 Social Psychology and Everyday Life (3 units),"Introduction to the theories, concepts, and methods of social psychology and the microsociological analysis of everyday life. Emphasis on socialization, presentation of self, group dynamics, and symbolic interaction."
SOC 2117 Sociological Theory: From 19th Century to First World War (3 units),"Exploration of significant works of sociology from the 19th century to the First World War. The course shows the origins of the formation of sociological thought through several major approaches, the tensions between them, the conflicts and exclusions generated by these antagonisms. Construction of sociological work through the acquisition of the main concepts and notions, through the critical examination of argumentation, through the comparison of theoretical perspectives; by placing them in their historical and intellectual context marked by great upheavals."
SOC 2118 Sociological Theory: Mid-20th Century (3 units),"Main theoretical currents in sociology between the end of the 1st World War and the 1950s-60s. Evolutions of these theories with regard to the social and historical transformations. The institutionalization, reconstruction of sociology in Europe, and the rise to prominence of American sociology, from the Chicago School to the birth of structural-functionalism. The relations between these theories, including the tensions, conflicts and exclusions resulting from this hegemony. Criticism of this hegemony by rival schools of thought (e.g. the Frankfurt School and the Atlanta School)"
SOC 2151 Globalization: Sociological and Anthropological Aspects (3 units),"Study of the world socio-economic system and some of its consequences, such as the implementation of new social structures and the development of transnational cultural models and new relations between citizens and state."
SOC 2152 Sociology of Law (3 units),"Sociological analysis of the relationship between the law, state and society. In-depth outlook at the precursors, founders and current trends in the sociology of law. Law as a regime of normativity and as a power relation. Law and social movements, de/judicialization, legal pluralism. Major methods in the sociology of law, including documentary research on statutes and jurisprudence and comparative analysis."
SOC 2153 Historical Sociology (3 units),"Introduction to theories, methods, and themes relevant to comparative historical approaches in sociology. Historical perspectives on the study of contemporary society, politics and institutions. Topics studied in their historicity include: the modern state, capitalism, revolutions, social welfare systems, collective action, religion, family, and nationalism. Long-term analysis of social change and reproduction at different levels."
SOC 2191 Sociology of Religion (3 units),"Religious phenomena analysed from a sociological perspective. Topics include methods, classic and contemporary sociological theories of religion, religious organization and authority, gender and religion, religion and culture, religion and economy, religious diversity, the relations of religion to politics around the world,  secularization, new religious movements, new forms of religiosity, and the rise of the nonreligious."
SOC 2306 Social Reconfigurations in Africa (3 units),"Main societal issues currently faced by the African continent (Maghreb and sub-Saharan), including but not limited to rapid urbanization, dramatic growth in school enrolment and literacy rate, youthful population structure (demographic dividend), new forms of gender relationships in both the private and public spheres. Deconstruction of stereotypical depictions of Africa in the media and political discourses. Exploration of the diversity in the continent’s social and cultural dynamics. Discussions of notions such as community and solidarity in a context of important demographic changes."
SOC 2309 Canadian Society (3 units),"Sociological examination of important economic, political, and cultural phenomena of Canadian society. Some characteristics of Canadian society will be studied from a comparative perspective."
SOC 2312 Political Sociology (3 units),"An introduction to the study and analysis of political sociology. The social foundations and dimensions (such as class, gender, race, social movements, and interest groups) of power and political institutions. Examination of social power and democracy, as well as other contemporary issues concerning political sociology at national and international levels."
SOC 2315 Introduction to Qualitative Methodology (3 units),"Historical overview of the main techniques of qualitative inquiry and the major research paradigms. Introduction to the different approaches and the iterative principle of qualitative research. Practical introduction to the most common data production methods, their organization and preliminary analysis: interview, observation, document and media analysis, etc. Particular attention will be paid to the criteria of rigor in qualitative research, ethical issues and the reflexivity of the researcher."
SOC 2316 Survey Design and Quantitative Data Acquisition (3 units),"Development of quantitative survey research from problem formulation to preliminary data analysis. Operationalization of concepts and formulation of questionnaires based on a substantial literature review. Identification of sources and statistical tools available for the problem under study. Methodological and statistical definitions. Sampling from theory to practice. Conducting the survey (pre-testing and administration of questionnaires). Application of computer tools to perform a rudimentary statistical analysis of the data collected. Univariate and bivariate descriptive statistics. Particular attention is paid to issues of ethics, professional autonomy, teamwork and the relationship between data and social life."
SOC 2332 Sociology of Social Networks (3 units),"Introduction to sociological approaches to the study of social networks. Exploration of core concepts, and tools to describe networks (e.g. centrality and reach) as well as critical tools to understand and critique contemporary network formations like social media platforms. Emphasis is placed on the study of online social networks and their social, political and economic consequences at both the personal and collective levels. Ethical and epistemological aspects of data gathering through social networks."
"SOC 2501 Approches sociologiques de la santé, de la maladie et de la médecine (3 crédits)","Paradigmes et approches sociologiques de la santé, de la maladie, des soins de santé et de la médecine comme institution sociale. Représentations, attitudes et comportements vis-à-vis de la santé et de la maladie.  La santé au Canada.  Organisation et évolution des modes de prise en charge de la santé et de la maladie.  Interactions au sein des professions de la santé et avec les citoyens.  Percées technologiques et questions éthiques."
SOC 2502 Sociologie de l'alimentation (3 crédits),"Identités de groupe et individuelles liées à la sélection, à la préparation et à la consommation des aliments. Introduction aux concepts sociologiques et à la recherche en études sur l'alimentation. Relations entre les aliments et habitudes alimentaires, et les pratiques sociales élargies dans différents domaines tels que la culture, le goût, la politique, l'économie, la distinction sociale et l'environnement. Dimensions sociales récentes à grande échelle liées à la mondialisation, la production, la distribution et la commercialisation des aliments et leurs impacts sur les pratiques alimentaires quotidiennes."
SOC 2503 Socio-anthropologie de la famille (3 crédits),"Introduction à l'analyse sociologique et anthropologique de la famille. Une attention particulière est accordée aux concepts de parenté et de parentalité, à l'articulation de l'univers symbolique et empirique de la famille, et aux questions d'équité de genre et de sexualité."
SOC 2504 Genre et société (3 crédits),"Introduction aux théories féministes, queer, antiracistes et autres sur la construction sociale du genre et l'utilisation du genre dans la construction d'autres institutions sociales, comme la politique, l'éducation, la santé, le travail, les familles, etc.  Examen de la construction sociale de la division genrée du travail, surtout depuis l'industrialisation. Exemples canadiens et québécois."
SOC 2506 Introduction à l'étude de la déviance et des problèmes sociaux (3 crédits),"Analyse sociologique de la déviance et des problèmes sociaux. Théorie et méthode dans l'analyse de certains cas de déviance et des problèmes sociaux (ex. : la pauvreté, le crime, la maladie mentale, etc.)."
SOC 2507 Démographie générale (3 crédits),"Étude des phénomènes sociaux dans une perspective globale grâce à l’analyse des variations de population dans le temps et l’espace et à leurs effets à l’échelle individuelle, familiale et sociétale. Initiation aux composantes des dynamiques démographiques (mortalité, vieillissement, fécondité, conjugalité, migration) et mesure de leurs fluctuations."
SOC 2509 Psychologie sociale et vie quotidienne (3 crédits),"Introduction aux théories, concepts et méthodes de la psychologie sociale et à l'analyse microsociologique de la vie quotidienne. L'importance est placée sur la socialisation, la présentation de soi, la dynamique des groupes et l'interaction symbolique."
SOC 2517 Théorie sociologique: du XIXe siècle jusqu'à la Première Guerre mondiale (3 crédits),"Exploration d’œuvres marquantes de la sociologie, du XIXe siècle jusqu’à la 1ère Guerre mondiale. Le cours montre les origines de la formation de la pensée sociologique au travers de plusieurs grandes approches, des tensions entre elles, des conflits et des exclusions générées par ces antagonismes. Construction du travail sociologique par l’acquisition des principaux concepts et notions, par l’examen critique de l’argumentation, par la comparaison des perspectives théoriques; en les replaçant dans leur contexte historique et intellectuel marqué par de grands bouleversements."
SOC 2518 Théorie sociologique: milieu du XXe siècle (3 crédits),"Principales tendances théoriques en sociologie de l’après-1ère Guerre mondiale aux années 1950-60, leurs évolutions en rapport aux transformations sociales et historiques des sociétés.  Institutionnalisation, reconstruction de la sociologie en Europe et montée en puissance de la sociologie américaine, de l’École de Chicago au structuro-fonctionnalisme. Les relations entre ces théories, incluant les tensions, conflits et exclusions générées par ces hégémonies. Critique de cette hégémonie par des écoles de pensées concurrentes (ex. École de Francfort, École d’Atlanta)."
SOC 2551 Mondialisation : aspects sociologiques et anthropologiques (3 crédits),"Étude du développement du système socio-économique mondial et de certaines de ses conséquences, telles la mise en place de structures sociales et le développement de modèles culturels transnationaux et les nouvelles relations citoyen-État."
SOC 2552 Sociologie du droit (3 crédits),"Analyse sociologique des rapports entre le droit, l’État et la société. Regards approfondis sur les précurseurs, les fondateurs et les tendances actuelles de la sociologie du droit. Le droit comme régime de normativité et comme relation de pouvoir. Droit et mouvements sociaux, dé/judiciarisation, pluralisme juridique. Principales méthodes en sociologie du droit, dont la recherche documentaire sur les lois et la jurisprudence et l’analyse comparative."
SOC 2553 Sociologie historique (3 crédits),"Introduction aux théories, méthodes et thèmes qui concernent les approches historiques et comparées en sociologie. Perspectives historiques de l’étude de la société, de la politique et des institutions contemporaines. Les sujets étudiés dans leur historicité incluent : l’État moderne, le capitalisme, les révolutions, les systèmes de protection sociale, l’action collective, la religion, la famille et le nationalisme. Analyse de longue durée du changement et de la reproduction sociale, à différentes échelles."
SOC 2591 Sociologie de la religion (3 crédits),"Les faits religieux analysés à partir de la perspective sociologique. Différentes thématiques seront abordées : méthodes, théories classiques et contemporaines de la religion, organisation et formes d’autorités religieuses, genre et religion, religion et culture, religion et économie, diversité religieuse, liens entre la religion et la politique à travers le monde, sécularisation, nouveaux mouvements religieux, nouvelles formes de religiosité et l’essor des sans-religions."
SOC 2706 Reconfigurations sociales en Afrique (3 crédits),"Principaux enjeux de société contemporains auxquels le continent africain (Maghreb et sub-saharien) fait face parmi lesquels, mais pas exclusivement: une urbanisation galopante, des taux de scolarisation et d’alphabétisation en forte hausse, une structure par âge très jeune (dividende démographique), une redéfinition des rapports de genre dans les sphères privée et publique. Déconstruction des images stéréotypées répandues sur l’Afrique à travers les médias et les discours politiques. Examen de la diversité des dynamiques de transformations sociales et culturelles. Discussion autour de notions telles que celles de communautarisme et de solidarités dans un contexte de transition démographique."
SOC 2708 Sociologie des communautés francophones en situation minoritaire du Canada (3 crédits),"Étude des spécificités démographiques, socio-économiques et culturelles des communautés francophones minoritaires du Canada. Analyse de leurs rapports avec le Québec, la majorité anglophone et les autres groupes minoritaires du Canada."
SOC 2709 Société canadienne (3 crédits),"Examen sociologique d’importants phénomènes économiques, politiques et culturels de la société canadienne. Certaines caractéristiques de la société canadienne seront étudiées dans une perspective comparative."
SOC 2712 Sociologie politique (3 crédits),"Introduction à l'étude et l'analyse sociologique du politique. Les fondements et les dimensions sociales (classes, mouvements sociaux, genre, race, groupes d’intérêts, entre autres) du pouvoir et des institutions politiques. Pouvoir social et démocratie. Actualité de l’analyse sociologique du politique aux niveaux national et international."
SOC 2715 Initiation à la méthodologie qualitative (3 crédits),"Survol historique des principales techniques d’enquête qualitative et des grands paradigmes de recherche. Introduction aux différentes approches et au principe itératif de la recherche qualitative. Initiation pratique aux méthodes de production de données les plus usuelles, leur organisation et leur analyse préliminaire : entrevue, observation, analyse de documents et média, etc. Une attention particulière sera portée sur les critères de rigueur en recherche qualitative, les enjeux éthiques et la réflexivité du chercheur ou de la chercheure."
SOC 2716 Conception d'enquête et acquisition des données quantitatives (3 crédits),"Développement d'une recherche par enquête quantitative, de la formulation du problème à l'analyse préliminaire des données. Opérationnalisation des concepts et formulation de questionnaires sur la base d'une revue bibliographique substantielle de la littérature. Identification des sources et des outils statistiques disponibles pour la problématique étudiée. Définitions méthodologiques et statistiques. L’échantillonnage de la théorie à la pratique. Réalisation de l'enquête (pré-test et administration des questionnaires). Mise en œuvre d'outils informatiques pour faire l’analyse statistique rudimentaire des données collectées. Statistiques descriptives univariées et bivariées. Une attention particulière est portée aux questions d'éthique, d'autonomie professionnelle, de travail en équipe et de relation entre les données et la vie sociale."
SOC 2732 Sociologie des réseaux sociaux (3 crédits),"Introduction aux approches sociologiques de l'étude des réseaux sociaux. Apprentissage des concepts fondamentaux et des outils permettant de décrire les réseaux (par exemple, la centralité et la portée) ainsi que des outils critiques permettant de comprendre et de critiquer la création de réseaux contemporains tels que les plateformes de médias sociaux. L'accent est mis sur l'étude des réseaux sociaux en ligne et de leurs conséquences sociales, politiques et économiques, tant du point de vue personnel que collectif. Aspects éthiques et épistémologiques de la collecte d'informations par le biais des réseaux sociaux."
SOC 3101 Sociology of Ethics (3 units),"Critical study of the theories and methods that sociology provides for the analysis of ethical questions.  Study of the wider historical, social and cultural contexts in which ethical questions emerge and are reproduced."
SOC 3105 Environmental Sociology (3 units),Science and the redeployment of the forces of nature. Social action and the dynamics of nature. Environmental problems. Risk society.
SOC 3116 Technology & Society (3 units),"Theories and methodologies of the sociology of technology. The shaping of technologies by social factors (e.g. cultural norms, economic interests, socio-material practices). The socio-economic, cultural and political consequences of new technologies— how technologies impact different social groups and different parts of the world. Specific attention to contemporary issues related to emerging technologies and innovations."
SOC 3120 Sociological Theory: Power and Inequalities (3 units),"How are social relations structured and contested in various societies and what kind of hierarchies and subjectivities do they produce? This course reviews the various sociological theories that allow us to understand issues of power, inequality and resistance at several levels of analysis: at the level of daily individual interactions, of groups and collective mobilizations, as well as of global processes in relations to local experiences. Themes for discussion may include the dynamics, normativities and agentivities of class, gender, sexuality, ethnicity and race. The relationships between these theories, including the tensions, conflicts and exclusions they generate."
SOC 3121 Sociological Theory: Meaning and Subjectivity (3 units),"What is the role of intentionality in social action? The course covers the different sociological theories that allow us to understand the issues related to the construction of the subject and meaning in sociology. The principles of comprehensive sociology and its derivations (including the role of culture, religion and politics in movements and institutions) are studied. It also examines approaches that focus on social interaction, theoretical currents devoted to the sociology of the individual, and methodological perspectives that are inseparable from these theoretical perspectives. The relationships between these theories, including the tensions, conflicts and exclusions they generate."
SOC 3122 Sociological Theory: Reproduction and Changes (3 units),"Is contemporary society characterized by constant change or is it just an illusion? This course explores contemporary theories as they relate to social change and reproduction. It examines the ways in which contemporary theories articulate social structure and action, address the process of socialization, culture, social stratification and individual dynamics. The contribution of contemporary theories to the understanding of several major social processes that have characterized our era since the late 1960s, including post-industrialization, individualization, globalization, and cultural movements, is also discussed. Relationships between these theories, including tensions, conflicts and exclusions they generate."
SOC 3123 Sociological Perspectives on Determinants of Health (3 units),"Sociological perspectives on the measurement and analysis of social determinants of physical and mental health.  Theories of the link between social determinants and health (the model of socioeconomic inequalities, psychosocial approaches, materialist perspective). Existing data and methods.  Analysis of various approaches (populational and individual) to health promotion and behaviour management."
SOC 3137 Sociology of Minority Groups (3 units),"Comparative study of the formation of minority groups, of processes of representation, and of the social and political policies and claims associated with the main categories of ethnicity, race, language, religion, age, gender, gender identity, and sexuality. Critical examination of current concepts and notions associated with the sociological analysis of minority-group formation: group, social status, majority, minority, nature, cultural differences, equality, social order, power relations."
SOC 3160 Sociology of Racism and Anti-racism (3 units),"Survey of the main perspectives in the sociology of racism and anti-racism. Covers genealogy of racism and anti-racism and contemporary theoretical and political debates Among themes studied are: the relationship between colonialism, slavery and capitalism in the production of racism; the multiple forms of racism and their links with other social processes related to relations of oppression (minorization, racialization, ethnicization, etc.); the intersections of racism with multiple oppressive relationships (of class, gender, heteronormativity, etc.), the tensions between racism and nationalism; and the sociology of movements to counter racism."
SOC 3304 Sociology of Culture (3 units),Theoretical debates about the concept and place of culture in social life. Selected cultural practices or cultural expressions may be subject of detailed analysis.
SOC 3306 Social Structures and Gender Analysis in Comparative Analysis Perspectives (3 units),"Comparative study of gender in global perspective, including wealthier societies of the “West” and economically marginalized societies of the Global “South”;  the; analysis may examine issues of power, reproduction, production; and the role of gender in various institutions."
SOC 3308 Sociology of Work (3 units),"Sociological analysis of the currents of thought and concepts inherent to the study of work. Questioning: employment and precariousness, gig economy, platforms, technological changes, teleworking, employment equity. Main objects of analysis: development of workers' movements, political relations, migration, unpaid work. Social, racial, gendered, and international divisions of labor.  Alternative forms of the capital-labour relationship; imperialism; post capitalism."
SOC 3309 Secularism and Religion (3 units),"Sociological perspectives on the relationships between the religious and the secular. Comparative and socio-historical analyses. Secularization, laicism and the return of religion in the public sphere. State regulation of religious diversity, controversies over religious signs, and links between religion and nationalism. Use of existing data, research methods, and theories. Global and regional variations. Analysis of different contemporary approaches emerging from the sociology of religion and political sociology."
SOC 3315 Qualitative Analysis (3 units),"This course provides an in-depth look at the principles of qualitative research. The primary objectives of the course are an introduction to contemporary qualitative methodologies and computer-assisted qualitative analysis. Using existing data such as interviews, documents, or digital data, students will practice the principles of qualitative analysis while consolidating their understanding of research paradigms and approaches and the reflexivity of the researcher. Students will be introduced to the writing of an analytical report according to the rigorous criteria of sociological writing."
SOC 3316 Statistical Analysis in Sociology (3 units),"Overview of the principal methods of statistical analysis and their appropriate use in sociology. Articulation of theory and empirical evidence in the construction of a sociological argument. Critical outlook on the quantification of social phenomena and on the limits of data and methods. Statistical treatment of data: descriptive analysis, bivariate analysis, causality, mediation and multiple linear regression. Introduction to weighting, inference, and evaluation of the quality of estimates. Learning to use statistical software."
SOC 3331 Sociology and Anthropology of Development (3 units),Critical approach to the development paradigm and the main sociological and anthropological theories that underlie it. History of the programs implemented and of the orientations guiding international development policies. Inscription of the concepts of development and underdevelopment in the structural power and knowledge inequality to the benefit of the West.  Overview of major contemporary societal transformations from a critical perspective. Use of empirical case studies to understand development as a social fact mobilizing a variety of actors and culturally situated knowledges.
SOC 3501 Sociologie de l'éthique (3 crédits),"Examen critique des théories et des méthodes offertes par la sociologie pour l'analyse des questions éthiques.  Examen du contexte historique, social et culturel dans lequel les questions éthiques émergent et sont reproduites."
SOC 3505 La sociologie environnementale (3 crédits),La science et le redéploiement des forces de la nature.  Action sociale et dynamiques de la nature. Problèmes environnementaux. Société à risques.
SOC 3516 Technologies et sociétés (3 crédits),"Théories et méthodologies de la sociologie de la technologie. Les façons dont les facteurs sociaux (par exemple, les normes culturelles, les intérêts économiques, les pratiques socio-matérielles) façonnent les technologies. Les conséquences socio-économiques, culturelles et politiques des nouvelles technologies - comment les technologies ont un impact sur différents groupes sociaux et différentes parties du monde. Une attention particulière aux questions contemporaines liées aux technologies émergentes et aux innovations."
SOC 3517 Laboratoire de recherche qualitative (3 crédits),"Réalisation  d'une recherche qualitative selon une démarche progressive et itérative : établissement d'une problématique, collecte, analyse et systématisation des données, rédaction d'un rapport final de recherche et présentation publique.  Examen critique d'études fondées sur les méthodes qualitatives. Apprentissage des techniques d'analyse de contenu. Apprentissage du  fonctionnement des équipes de recherche. Travail en ateliers et en collectifs."
SOC 3520 Théorie sociologique: pouvoir et inégalités (3 crédits),"Comment les rapports sociaux sont-ils structurés et contestés dans diverses sociétés et quel type de hiérarchies et de subjectivités produisent-ils ? Ce cours survole les différentes théories sociologiques qui permettent de comprendre les enjeux de pouvoir, d’inégalités et de résistance à plusieurs niveaux d’analyse : à l’échelle des interactions individuelles quotidiennes, à celle des groupes et de mobilisations collectives et à celle des processus mondiaux qui interagissent avec les expériences locales. Les thèmes de discussion peuvent inclure les dynamiques, normativités et agentivités de classe sociale de genre, de sexualité, d’ethnicité et de race. Les relations entre ces théories, incluant les tensions, conflits et exclusions qu’elles génèrent."
SOC 3521 Théorie sociologique: sens et subjectivité (3 crédits),"Quelle est la part de l’intentionnalité dans l’action sociale ? Le cours survole les différentes théories sociologiques qui permettent de comprendre les enjeux liés à la construction du sujet et au sens en sociologie. Sont à l’étude les principes de la sociologie compréhensive et ses dérivées (touchant notamment le rôle de la culture, de la religion et du politique au sein des mouvements et institutions). Sont aussi analysées les approches centrées sur l’interaction sociale, les courants théoriques consacrés à la sociologie de l’individu, ainsi que les perspectives méthodologiques indétachables de ces perspectives théoriques. Les relations entre ces théories, incluant les tensions, conflits et exclusions qu’elles génèrent."
SOC 3522 Théorie sociologique: reproduction et changements (3 crédits),"La société contemporaine est-elle caractérisée par des changements incessants ou n’est-ce qu’une illusion ? Ce cours explore les théories contemporaines dans leurs rapports au changement et à la reproduction sociale. On examine les manières dont les théories contemporaines articulent structure et action sociale, abordent le processus de socialisation, la culture, la stratification sociale et les dynamiques individuelles. Il est aussi question de l’apport des théories contemporaines à la compréhension de plusieurs grands processus sociaux caractérisant notre époque depuis la fin des années 1960, dont la postindustrialisation, l’individualisation, la mondialisation, les mouvements culturels. Les relations entre ces théories, incluant tensions, conflits et exclusions qu’elles génèrent."
SOC 3523 Approches sociologiques des déterminants de la santé (3 crédits),"Perspectives sociologiques de la mesure et de l'analyse des déterminants sociaux de la santé physique et mentale.  Les différentes théories du lien entre les déterminants sociaux et la santé (le modèle des inégalités socioéconomiques, les approches psychosociales et le courant matérialiste).  Les données et les méthodes existantes. Analyse des différentes approches (populationnelle et individuelle) de la promotion de la santé et de la gestion des comportements."
SOC 3537 Sociologie des groupes minoritaires (3 crédits),"Étude comparée des processus de minorisation et des phénomènes de représentation; de revendication et de gestion sociopolitique liés aux marqueurs sociaux majeurs que sont l'ethnicité, la race, la langue, la religion, l'âge, le sexe, le genre, l’identité de genre et la sexualité. Examen critique des concepts et notions courante associés à l'étude sociologique du fait minoritaire en sociologie : groupe, statut social, majoritaire, minoritaire, nature, différence culturelle, égalité, ordre social, rapports de pouvoir."
SOC 3560 Sociologie du racisme et de l'antiracisme (3 crédits),"Examen des principales perspectives de la sociologie du racisme et de l'antiracisme. Seront à l’étude la généalogie du racisme et de l'antiracisme, ainsi que les débats théoriques et politiques contemporains entourant ces phénomènes. Seront étudiées en particulier : les relations entre le colonialisme, l'esclavage et le capitalisme dans la production du racisme ; les multiples formes de racisme et leurs liens avec d'autres processus sociaux associés à des relations d’oppression (minorisation, racialisation, ethnicisation, etc.) ; les intersections du racisme avec de multiples relations d’oppression (de genre, de classe, d’hétéronormativité, etc.) ; les tensions entre racisme et nationalisme ; et la sociologie des mouvements de lutte contre le racisme."
SOC 3704 Sociologie de la culture (3 crédits),Débats théoriques concernant le concept et la place de la culture dans la vie sociale. Certaines pratiques et expressions culturelles pourront constituer l'objet d'une analyse spécifique.
SOC 3705 Sociologie de la société franco-ontarienne (3 crédits),"Étude de la société franco-ontarienne contemporaine, ses transformations socio-historiques et sa diversité linguistique et culturelle."
SOC 3706 Structures sociales et analyse du genre dans une perspective d'analyse comparative (3 crédits),"Étude comparative du genre dans une perspective globale, y compris les sociétés les plus riches de l'""Ouest"" et les sociétés économiquement marginalisées du ""Sud"" mondial ; l'analyse peut examiner les questions de pouvoir, de reproduction, de production et le rôle du genre dans diverses institutions."
SOC 3708 Sociologie du travail (3 crédits),"Analyse sociologique des courants de pensée et des concepts inhérents à l'étude du travail. Questionnement : emploi et précarité, gig economy, plateformes, changements technologiques, télétravail, équité en matière d'emploi. Principaux objets d'analyse : développement des mouvements de travailleurs, relations politiques, migrations, travail non rémunéré. Division sociale, raciale, genrée et internationale du travail.  Formes alternatives de la relation capital-travail ; impérialisme ; post-capitalisme."
SOC 3709 Sécularisation et religion (3 crédits),"Perspectives sociologiques sur les rapports entre le religieux et le séculier. Analyses comparatives et socio-historiques. Sécularisation, laïcité et retour du religieux dans la sphère publique. Les données, méthodes et les théories existantes. Variations globales et régionales. Gestion étatique de la diversité religieuse, controverses sur les signes religieux et liens entre religion et nationalisme. Analyse des différentes approches contemporaines issues de la sociologie des religions et de la sociologie politique."
